location,total_sqft,BHK,bath,price
Subramanyapura,929.0,2,2.0,56.0
Subramanyapura,1260.0,3,2.0,76.0
Subramanyapura,960.0,2,2.0,55.0
Subramanyapura,1260.0,3,2.0,73.0
Subramanyapura,1278.0,3,3.0,70.0
Subramanyapura,929.0,2,2.0,49.0
Subramanyapura,1260.0,3,2.0,75.0
Subramanyapura,1000.0,2,2.0,45.0
Subramanyapura,929.0,2,1.0,51.0
Subramanyapura,1880.0,3,3.0,110.0
Sultan Palaya,1700.0,3,3.0,120.0
Sultan Palaya,1100.0,2,2.0,45.0
Sultan Palaya,900.0,2,2.0,45.0
Sultan Palaya,870.0,2,2.0,65.0
Sultan Palaya,1765.0,3,3.0,80.0
Sultan Palaya,1713.0,3,3.0,125.0
Sultan Palaya,1009.0,2,2.0,65.0
Sultan Palaya,5000.0,4,5.0,325.0
Sultan Palaya,1070.0,2,2.0,49.0
TC Palaya,1475.0,3,3.0,98.0
TC Palaya,1200.0,2,2.0,60.0
TC Palaya,1240.0,2,2.0,60.0
TC Palaya,1500.0,3,2.0,100.0
TC Palaya,1200.0,2,2.0,65.0
TC Palaya,1200.0,2,2.0,70.0
TC Palaya,900.0,2,2.0,55.0
TC Palaya,4800.0,4,3.0,302.0
TC Palaya,1000.0,2,2.0,64.0
TC Palaya,900.0,2,2.0,55.0
TC Palaya,1200.0,2,2.0,66.0
TC Palaya,900.0,2,2.0,55.0
TC Palaya,900.0,2,2.0,55.0
TC Palaya,1200.0,2,2.0,65.0
TC Palaya,1500.0,2,2.0,75.0
TC Palaya,1000.0,2,2.0,70.0
TC Palaya,1100.0,2,2.0,65.0
TC Palaya,1800.0,2,2.0,80.0
TC Palaya,1200.0,2,2.0,70.0
TC Palaya,1350.0,1,1.0,55.0
TC Palaya,900.0,2,2.0,55.0
TC Palaya,900.0,2,2.0,55.0
TC Palaya,1082.0,2,2.0,64.0
TC Palaya,1152.0,2,2.0,55.0
Talaghattapura,1868.0,3,3.0,131.0
Talaghattapura,2038.5,3,3.0,120.0
Talaghattapura,2106.0,3,3.0,126.0
Talaghattapura,1868.0,3,3.0,121.0
Talaghattapura,2106.0,3,3.0,126.0
Talaghattapura,1868.0,3,3.0,135.0
Talaghattapura,1856.0,3,3.0,135.0
Talaghattapura,1868.0,3,3.0,120.0
Talaghattapura,1804.0,3,3.0,115.0
Talaghattapura,1856.0,3,3.0,135.0
Talaghattapura,2254.0,3,3.0,153.0
Talaghattapura,2106.0,3,3.0,148.0
Talaghattapura,1856.0,3,3.0,135.0
Talaghattapura,2273.0,3,3.0,159.0
Talaghattapura,2099.0,3,3.0,147.0
Talaghattapura,1100.0,2,2.0,50.0
Talaghattapura,1100.0,2,2.0,49.49
Talaghattapura,1575.0,3,3.0,80.0
Talaghattapura,2273.0,3,3.0,145.0
Talaghattapura,1175.0,2,2.0,62.0
Talaghattapura,1804.0,3,3.0,127.0
Talaghattapura,1062.0,2,2.0,42.48
Talaghattapura,2038.5,3,3.0,122.0
Talaghattapura,1800.0,3,3.0,84.0
Talaghattapura,2265.0,3,3.0,159.0
Talaghattapura,2099.0,3,3.0,134.0
Thanisandra,510.0,1,1.0,25.25
Thanisandra,1296.0,2,2.0,80.0
Thanisandra,2144.0,3,3.0,145.0
Thanisandra,445.0,1,1.0,28.0
Thanisandra,1296.0,2,2.0,83.0
Thanisandra,2144.0,3,3.0,135.0
Thanisandra,1093.0,2,2.0,70.0
Thanisandra,1265.0,3,2.0,79.0
Thanisandra,1651.0,3,3.0,97.38
Thanisandra,1265.0,2,2.0,85.0
Thanisandra,510.0,1,1.0,25.25
Thanisandra,1564.0,3,3.0,101.0
Thanisandra,1847.0,3,3.0,123.0
Thanisandra,1697.0,3,3.0,114.0
Thanisandra,3500.0,6,5.0,160.0
Thanisandra,1573.0,3,3.0,95.0
Thanisandra,1917.0,3,3.0,122.0
Thanisandra,693.0,1,1.0,34.3
Thanisandra,1098.0,2,2.0,68.0
Thanisandra,760.0,1,1.0,50.3
Thanisandra,2002.0,3,3.0,112.0
Thanisandra,1697.0,3,3.0,115.0
Thanisandra,1380.0,1,1.0,62.1
Thanisandra,923.0,1,1.0,60.84
Thanisandra,923.0,1,1.0,45.69
Thanisandra,1296.0,2,2.0,72.0
Thanisandra,1698.0,3,3.0,102.0
Thanisandra,1411.0,3,3.0,93.04
Thanisandra,1996.0,3,3.0,135.0
Thanisandra,1801.0,3,3.0,115.0
Thanisandra,1265.0,2,2.0,82.0
Thanisandra,1917.0,3,4.0,113.0
Thanisandra,662.0,1,1.0,42.0
Thanisandra,1948.0,3,3.0,130.0
Thanisandra,1098.0,2,2.0,74.0
Thanisandra,1564.0,3,3.0,104.0
Thanisandra,2127.0,3,3.0,135.0
Thanisandra,1276.0,2,2.0,75.0
Thanisandra,693.0,1,1.0,34.3
Thanisandra,2259.0,4,5.0,135.0
Thanisandra,1265.0,2,2.0,78.0
Thanisandra,934.0,2,2.0,55.0
Thanisandra,1056.0,2,2.0,68.0
Thanisandra,1595.0,3,3.0,110.0
Thanisandra,1411.0,3,3.0,93.15
Thanisandra,1093.0,2,2.0,68.1
Thanisandra,1093.0,2,2.0,72.0
Thanisandra,1698.0,3,3.0,107.0
Thanisandra,1564.0,3,3.0,105.0
Thanisandra,1265.0,2,2.0,83.0
Thanisandra,784.0,1,1.0,35.285
Thanisandra,965.0,2,2.0,56.0
Thanisandra,1546.0,3,3.0,95.0
Thanisandra,777.0,1,1.0,38.535
Thanisandra,1697.0,3,3.0,110.0
Thanisandra,1492.0,3,3.0,88.0
Thanisandra,2072.0,3,3.0,122.0
Thanisandra,1880.0,3,3.0,120.0
Thanisandra,760.0,1,1.0,50.0
Thanisandra,933.0,1,2.0,58.0
Thanisandra,1917.0,3,3.0,110.0
Thanisandra,1996.0,3,4.0,123.0
Thanisandra,1183.0,2,2.0,77.25
Thanisandra,1491.0,3,3.0,88.0
Thanisandra,662.0,1,1.0,29.0
Thanisandra,1564.0,3,3.0,100.0
Thanisandra,662.0,1,1.0,45.0
Thanisandra,1573.0,3,3.0,98.0
Thanisandra,1262.0,3,2.0,83.0
Thanisandra,1056.0,2,2.0,65.0
Thanisandra,1702.0,3,3.0,115.0
Thanisandra,1343.0,2,2.0,75.0
Thanisandra,1935.0,3,4.0,122.0
Thanisandra,933.0,2,2.0,55.0
Thanisandra,1183.0,2,2.0,77.3
Thanisandra,662.0,1,1.0,38.0
Thanisandra,1265.0,2,2.0,72.0
Thanisandra,1595.0,3,3.0,105.0
Thanisandra,580.0,1,1.0,27.5
Thanisandra,2087.0,3,4.0,139.0
Thanisandra,1098.0,2,2.0,71.0
Thanisandra,1411.0,3,3.0,93.25
Thanisandra,1732.0,3,3.0,112.0
Thanisandra,933.0,1,1.0,61.0
Thanisandra,1702.0,3,3.0,107.0
Thanisandra,747.0,1,1.0,34.355
Thanisandra,2030.0,3,4.0,125.0
Thanisandra,1948.0,4,4.0,129.0
Thanisandra,1573.0,3,3.0,90.0
Thanisandra,1056.0,2,2.0,70.0
Thanisandra,1595.0,3,3.0,96.0
Thanisandra,1245.0,2,2.0,83.05
Thanisandra,1261.0,3,2.0,80.0
Thanisandra,1884.0,3,4.0,117.0
Thanisandra,965.0,2,2.0,54.0
Thanisandra,1930.0,3,4.0,122.0
Thanisandra,777.0,1,1.0,38.46
Thanisandra,1930.0,3,4.0,120.0
Thanisandra,760.0,1,1.0,50.4
Thanisandra,663.0,1,1.0,32.82
Thanisandra,1801.0,3,3.0,115.0
Thanisandra,1806.0,3,6.0,116.0
Thanisandra,3671.0,4,4.0,220.0
Thanisandra,1305.0,2,2.0,90.0
Thanisandra,1965.0,3,4.0,125.0
Thanisandra,1573.0,3,3.0,100.0
Thanisandra,1917.0,4,4.0,130.0
Thigalarapalya,3122.0,4,6.0,230.0
Thigalarapalya,1297.0,2,2.0,103.0
Thigalarapalya,1418.0,2,2.0,95.0
Thigalarapalya,3122.0,4,6.0,235.0
Thigalarapalya,3122.0,4,6.0,245.0
Thigalarapalya,1418.0,2,2.0,103.0
Thigalarapalya,1418.0,2,2.0,101.0
Thigalarapalya,1418.0,2,2.0,104.0
Thigalarapalya,3122.0,4,5.0,225.0
Thigalarapalya,2912.0,4,6.0,210.0
Thigalarapalya,1418.0,2,2.0,103.0
Thigalarapalya,2072.0,3,4.0,159.0
Thigalarapalya,1418.0,2,2.0,106.0
Thigalarapalya,1418.0,2,2.0,104.0
Thigalarapalya,3122.0,4,6.0,237.0
Thigalarapalya,1418.0,2,2.0,105.0
Thigalarapalya,1418.0,2,2.0,104.0
Thigalarapalya,1418.0,2,2.0,106.0
Thigalarapalya,2072.0,3,4.0,155.0
Thigalarapalya,1830.0,3,4.0,135.0
Thigalarapalya,1418.0,2,2.0,105.0
Thigalarapalya,2072.0,3,4.0,160.0
Thigalarapalya,2072.0,3,4.0,160.0
Thigalarapalya,2072.0,3,4.0,155.0
Thigalarapalya,3122.0,4,6.0,235.0
Thigalarapalya,2072.0,3,4.0,153.0
Thigalarapalya,2072.0,3,4.0,157.0
Thigalarapalya,1418.0,2,2.0,105.0
Thigalarapalya,3362.0,4,5.0,249.0
Thigalarapalya,3122.0,4,6.0,245.0
Thigalarapalya,4190.0,4,4.0,325.0
Thigalarapalya,1400.0,2,2.0,105.0
Thigalarapalya,1297.0,2,2.0,98.0
Thubarahalli,3800.0,4,4.0,239.0
Thubarahalli,1200.0,2,2.0,78.0
Thubarahalli,1128.0,2,2.0,75.0
Thubarahalli,1185.0,2,2.0,65.0
Thubarahalli,975.0,2,2.0,55.0
Thubarahalli,1330.0,2,2.0,75.0
Thubarahalli,1085.0,2,2.0,70.0
Thubarahalli,1216.0,2,2.0,80.0
Thubarahalli,1200.0,2,2.0,79.0
Thubarahalli,1200.0,2,2.0,80.0
Thubarahalli,1200.0,2,2.0,79.55
Thubarahalli,2625.0,3,3.0,175.0
Thubarahalli,975.0,2,2.0,50.0
Thubarahalli,1584.0,3,3.0,101.0
Tumkur Road,1500.0,3,3.0,95.0
Tumkur Road,1779.0,3,3.0,112.0
Tumkur Road,1586.0,3,3.0,100.0
Tumkur Road,1098.0,2,2.0,72.0
Tumkur Road,1354.0,3,3.0,90.0
Tumkur Road,1240.0,3,2.0,84.0
Tumkur Road,1239.0,2,2.0,82.0
Tumkur Road,1246.0,2,2.0,82.0
Tumkur Road,1500.0,3,3.0,100.0
Tumkur Road,1416.0,3,3.0,94.0
Tumkur Road,1027.0,2,2.0,60.0
Tumkur Road,1027.0,2,2.0,68.62
Tumkur Road,1459.0,3,2.0,95.0
Tumkur Road,992.0,2,2.0,60.0
Tumkur Road,1066.0,2,2.0,52.5
Tumkur Road,1240.0,3,2.0,79.0
Tumkur Road,1441.0,3,2.0,95.0
Tumkur Road,1240.0,3,2.0,83.0
Tumkur Road,1027.0,2,2.0,67.0
Tumkur Road,1354.0,3,3.0,85.86
Ulsoor,2135.0,3,3.0,215.0
Ulsoor,1275.0,2,2.0,120.0
Ulsoor,1020.0,3,3.0,110.0
Ulsoor,1200.0,2,2.0,60.0
Ulsoor,1180.0,2,2.0,100.0
Ulsoor,1340.0,3,3.0,90.0
Ulsoor,1500.0,3,2.0,125.0
Ulsoor,2000.0,3,3.0,185.0
Ulsoor,1255.0,2,2.0,120.0
Ulsoor,1685.0,3,4.0,185.0
Ulsoor,2135.0,3,3.0,170.0
Ulsoor,1160.0,2,2.0,130.0
Uttarahalli,1440.0,3,2.0,62.0
Uttarahalli,1143.0,2,2.0,45.0
Uttarahalli,1020.0,2,2.0,45.0
Uttarahalli,1286.0,2,2.0,63.0
Uttarahalli,1101.0,2,2.0,45.0
Uttarahalli,1345.0,2,2.0,67.0
Uttarahalli,1175.0,2,2.0,47.0
Uttarahalli,1390.0,3,2.0,62.55
Uttarahalli,1330.0,3,2.0,56.0
Uttarahalli,1008.0,2,2.0,45.0
Uttarahalli,1390.0,3,2.0,60.47
Uttarahalli,1617.0,3,3.0,66.68
Uttarahalli,1150.0,2,2.0,49.0
Uttarahalli,1330.0,3,2.0,56.0
Uttarahalli,1200.0,2,2.0,44.0
Uttarahalli,882.0,2,2.0,30.0
Uttarahalli,993.0,2,2.0,39.71
Uttarahalli,1045.0,2,2.0,45.0
Uttarahalli,850.0,2,2.0,37.93
Uttarahalli,3600.0,6,6.0,120.0
Uttarahalli,1788.0,3,3.0,98.34
Uttarahalli,1345.0,3,2.0,57.0
Uttarahalli,1089.0,2,2.0,43.55
Uttarahalli,1279.0,2,2.0,48.0
Uttarahalli,1425.0,3,2.0,64.0
Uttarahalli,1155.0,2,2.0,40.42
Uttarahalli,1050.0,2,2.0,42.0
Uttarahalli,1300.0,3,2.0,55.0
Uttarahalli,1250.0,3,2.0,55.0
Uttarahalli,1700.0,3,3.0,88.0
Uttarahalli,1200.0,3,3.0,50.0
Uttarahalli,1085.0,2,2.0,43.0
Uttarahalli,1175.0,2,2.0,47.0
Uttarahalli,1689.28,3,3.0,91.2
Uttarahalli,1175.0,2,2.0,47.0
Uttarahalli,1137.0,2,2.0,63.0
Uttarahalli,1215.0,3,2.0,52.85
Uttarahalli,1325.0,2,2.0,53.0
Uttarahalli,1300.0,3,2.0,60.0
Uttarahalli,850.0,2,2.0,35.0
Uttarahalli,1627.86,3,3.0,88.0
Uttarahalli,1360.0,3,2.0,61.2
Uttarahalli,661.0,1,1.0,36.0
Uttarahalli,1134.0,2,2.0,45.36
Uttarahalli,1320.0,3,2.0,55.44
Uttarahalli,1390.0,3,2.0,61.16
Uttarahalli,1090.0,2,2.0,45.0
Uttarahalli,1050.0,2,2.0,42.0
Uttarahalli,1123.0,2,2.0,48.0
Uttarahalli,1329.0,3,2.0,56.0
Uttarahalli,938.0,2,2.0,35.0
Uttarahalli,1100.0,2,1.0,45.0
Uttarahalli,1125.0,2,2.0,47.0
Uttarahalli,1685.0,3,3.0,85.0
Uttarahalli,1390.0,3,2.0,62.55
Uttarahalli,1180.0,2,2.0,41.3
Uttarahalli,1380.0,2,2.0,42.0
Uttarahalli,1737.0,3,2.0,95.0
Uttarahalli,1160.0,2,2.0,45.0
Uttarahalli,1280.0,3,2.0,60.0
Uttarahalli,1190.0,2,2.0,53.55
Uttarahalli,1330.0,3,2.0,57.0
Uttarahalli,1560.0,3,3.0,74.0
Uttarahalli,1125.0,2,2.0,48.0
Uttarahalli,1320.0,3,2.0,55.44
Uttarahalli,1160.0,2,2.0,40.6
Uttarahalli,1065.0,2,2.0,42.59
Uttarahalli,1075.0,2,2.0,46.76
Uttarahalli,1155.0,2,2.0,40.6
Uttarahalli,1215.0,3,2.0,52.85
Uttarahalli,1180.0,2,2.0,41.3
Uttarahalli,1002.0,2,2.0,40.08
Uttarahalli,1002.0,2,2.0,40.08
Uttarahalli,1075.0,2,2.0,40.0
Uttarahalli,1155.0,2,2.0,40.43
Uttarahalli,1025.0,2,2.0,35.88
Uttarahalli,1125.0,2,2.0,47.65
Uttarahalli,1300.0,2,2.0,55.0
Uttarahalli,1025.0,2,2.0,35.88
Uttarahalli,980.0,2,2.0,45.0
Uttarahalli,1125.0,2,2.0,47.0
Uttarahalli,1175.0,2,2.0,47.0
Uttarahalli,1525.0,3,2.0,62.82
Uttarahalli,1265.0,3,2.0,65.0
Uttarahalli,1213.0,2,2.0,48.0
Uttarahalli,900.0,2,2.0,35.0
Uttarahalli,1065.0,2,2.0,42.6
Uttarahalli,1125.0,2,2.0,47.0
Uttarahalli,1270.0,3,2.0,55.25
Uttarahalli,1270.0,3,2.0,55.25
Uttarahalli,1107.0,2,2.0,45.0
Uttarahalli,1200.0,2,2.0,55.0
Uttarahalli,1460.0,3,3.0,76.0
Uttarahalli,1500.0,3,3.0,68.0
Uttarahalli,1120.0,2,2.0,50.0
Uttarahalli,1150.0,2,2.0,46.0
Uttarahalli,1330.0,3,2.0,58.0
Uttarahalli,1050.0,2,2.0,42.0
Uttarahalli,1125.0,2,2.0,48.0
Uttarahalli,1345.0,3,2.0,57.0
Uttarahalli,1345.0,3,2.0,57.0
Uttarahalli,1000.0,2,2.0,52.0
Uttarahalli,1037.0,2,2.0,36.0
Uttarahalli,1000.0,2,2.0,39.5
Uttarahalli,1125.0,2,1.0,45.0
Uttarahalli,1160.0,2,2.0,40.58
Uttarahalli,1123.0,2,2.0,60.0
Uttarahalli,1000.0,2,2.0,35.0
Uttarahalli,1330.0,3,2.0,57.0
Uttarahalli,1125.0,2,2.0,47.0
Uttarahalli,1165.0,2,1.0,42.09
Uttarahalli,1260.0,2,2.0,55.0
Uttarahalli,1284.0,2,2.0,53.36
Uttarahalli,1150.0,2,2.0,45.99
Uttarahalli,1290.0,3,2.0,56.12
Uttarahalli,1328.0,3,2.0,56.0
Uttarahalli,1040.0,2,2.0,36.4
Uttarahalli,1290.0,3,2.0,56.12
Uttarahalli,1075.0,2,2.0,46.76
Uttarahalli,1345.0,3,2.0,57.0
Varthur,1160.0,2,2.0,44.0
Varthur,1385.0,2,2.0,80.0
Varthur,1024.0,2,2.0,42.0
Varthur,1125.0,2,2.0,40.0
Varthur,1112.0,2,2.0,40.0
Varthur,1055.0,2,2.0,45.35
Varthur,1280.0,2,2.0,65.0
Varthur,977.0,2,2.0,36.0
Varthur,1250.0,3,3.0,71.0
Varthur,1200.0,3,3.0,67.75
Varthur,1111.0,2,2.0,41.88
Varthur,1140.0,2,2.0,55.5
Varthur,1012.0,2,2.0,59.0
Varthur,1140.0,2,2.0,39.9
Varthur,1090.0,2,2.0,48.0
Varthur,1450.0,3,3.0,71.0
Varthur,1210.0,2,2.0,60.0
Varthur,1070.0,2,2.0,46.0
Varthur,1360.0,3,2.0,85.0
Varthur,965.0,2,2.0,34.0
Varthur,1120.0,2,2.0,44.24
Varthur,1395.0,3,2.0,79.0
Varthur,1085.0,2,2.0,45.0
Varthur,1250.0,2,2.0,47.0
Varthur,1200.0,3,3.0,68.38
Varthur,1155.0,2,2.0,60.0
Varthur,1035.0,2,2.0,60.0
Varthur,1155.0,2,2.0,39.0
Varthur,1180.0,2,2.0,55.0
Varthur,1738.0,2,2.0,57.35
Varthur,1045.0,2,2.0,40.65
Varthur,1155.0,2,2.0,39.0
Varthur,1210.0,2,2.0,64.15
Varthur,1105.0,2,2.0,38.0
Varthur,1560.0,3,3.0,90.0
Varthur,1760.0,2,2.0,85.0
Varthur,1210.0,2,2.0,54.0
Varthur,1112.0,2,2.0,40.0
Varthur,1000.0,2,1.0,65.0
Varthur Road,900.0,2,2.0,27.0
Varthur Road,1277.0,2,2.0,59.0
Varthur Road,1247.0,3,2.0,58.0
Varthur Road,1050.0,2,2.0,42.7
Varthur Road,1255.0,2,2.0,52.76
Varthur Road,1033.0,2,2.0,32.0
Varthur Road,1140.0,2,2.0,49.11
Varthur Road,850.0,2,2.0,25.4
Vasanthapura,1022.0,2,2.0,40.0
Vasanthapura,1135.0,2,2.0,39.73
Vasanthapura,995.0,2,2.0,34.82
Vasanthapura,995.0,2,2.0,34.82
Vasanthapura,1037.0,2,2.0,36.28
Vasanthapura,978.0,2,2.0,34.22
Vasanthapura,1037.0,2,2.0,36.28
Vidyaranyapura,1440.0,2,2.0,95.0
Vidyaranyapura,1062.0,2,2.0,38.0
Vidyaranyapura,1200.0,2,2.0,55.0
Vidyaranyapura,1200.0,4,4.0,90.0
Vidyaranyapura,1060.0,2,2.0,55.0
Vidyaranyapura,1100.0,2,2.0,54.0
Vidyaranyapura,1440.0,3,2.0,70.0
Vidyaranyapura,1100.0,2,2.0,54.0
Vidyaranyapura,1000.0,2,2.0,35.0
Vidyaranyapura,1120.0,2,2.0,70.0
Vidyaranyapura,945.0,2,2.0,40.0
Vidyaranyapura,1100.0,2,2.0,54.0
Vidyaranyapura,1200.0,3,2.0,65.0
Vidyaranyapura,1200.0,2,2.0,52.0
Vidyaranyapura,1050.0,2,2.0,50.0
Vidyaranyapura,1188.0,2,2.0,50.0
Vidyaranyapura,1100.0,3,2.0,75.0
Vidyaranyapura,1100.0,3,2.0,72.0
Vidyaranyapura,2400.0,4,5.0,135.0
Vidyaranyapura,1100.0,2,2.0,41.0
Vidyaranyapura,1200.0,2,2.0,60.5
Vidyaranyapura,1200.0,2,2.0,42.0
Vijayanagar,1704.0,3,3.0,110.0
Vijayanagar,1933.0,3,3.0,129.0
Vijayanagar,1450.0,3,3.0,100.0
Vijayanagar,1580.0,3,2.0,134.0
Vijayanagar,1826.0,3,3.0,121.0
Vijayanagar,1739.0,3,3.0,116.0
Vijayanagar,1490.0,3,3.0,100.0
Vijayanagar,1180.0,2,2.0,65.0
Vijayanagar,606.0,1,1.0,34.78
Vijayanagar,1352.0,2,2.0,68.0
Vijayanagar,1527.0,3,3.0,115.0
Vijayanagar,989.0,2,2.0,60.0
Vijayanagar,1520.0,3,2.0,103.0
Vijayanagar,1749.0,3,3.0,117.0
Vijayanagar,1046.0,2,2.0,75.0
Vijayanagar,606.0,1,1.0,40.0
Vijayanagar,1200.0,2,2.0,62.0
Vijayanagar,1760.0,3,3.0,140.0
Vijayanagar,2047.0,3,3.0,136.0
Vijayanagar,1200.0,3,2.0,75.0
Vijayanagar,1178.0,2,2.0,82.0
Vijayanagar,864.0,2,2.0,45.0
Vijayanagar,2100.0,4,6.0,252.0
Vijayanagar,920.0,2,2.0,60.0
Vijayanagar,1019.0,2,2.0,58.0
Vijayanagar,2400.0,5,6.0,125.0
Vijayanagar,1180.0,2,2.0,86.0
Vijayanagar,1046.0,2,2.0,49.06
Vijayanagar,2400.0,1,2.0,230.0
Vijayanagar,492.0,1,1.0,40.0
Vittasandra,1404.0,2,2.0,71.0
Vittasandra,1246.0,2,2.0,67.0
Vittasandra,1404.0,2,2.0,69.3
Vittasandra,1246.0,2,2.0,67.3
Vittasandra,1246.0,2,2.0,64.5
Vittasandra,1246.0,2,2.0,64.5
Vittasandra,1246.0,2,2.0,68.0
Vittasandra,1238.0,2,2.0,67.0
Vittasandra,1404.0,2,2.0,75.0
Vittasandra,1246.0,2,2.0,65.0
Vittasandra,1238.0,2,2.0,67.0
Vittasandra,1246.0,2,2.0,67.4
Vittasandra,1259.0,2,2.0,67.4
Vittasandra,1404.0,2,2.0,68.8
Vittasandra,1246.0,2,2.0,62.3
Vittasandra,1246.0,2,2.0,63.0
Vittasandra,1246.0,2,2.0,67.4
Vittasandra,1246.0,2,2.0,65.4
Vittasandra,1238.0,2,2.0,67.32
Vittasandra,1246.0,2,2.0,67.4
Vittasandra,1246.0,2,2.0,67.3
Vittasandra,1404.0,2,2.0,70.0
Vittasandra,1259.0,2,2.0,67.48
Vittasandra,1404.0,2,2.0,75.0
Vittasandra,1246.0,2,2.0,67.0
Vittasandra,1404.0,2,2.0,72.0
Vittasandra,1246.0,2,2.0,67.5
Vittasandra,1246.0,2,2.0,67.5
Vittasandra,1404.0,2,2.0,70.0
Vittasandra,1246.0,2,2.0,65.0
Vittasandra,1246.0,2,2.0,67.4
Whitefield,1610.0,3,3.0,81.0
Whitefield,1459.0,2,2.0,94.82
Whitefield,1280.0,2,2.0,75.0
Whitefield,1910.0,3,3.0,161.0
Whitefield,3252.0,4,4.0,230.0
Whitefield,11890.0,4,4.0,700.0
Whitefield,1150.0,2,2.0,70.0
Whitefield,1768.0,3,3.0,101.0
Whitefield,4144.0,4,4.0,315.0
Whitefield,4104.0,4,4.0,360.0
Whitefield,1790.0,3,3.0,100.0
Whitefield,1720.0,3,3.0,100.0
Whitefield,1640.0,3,4.0,91.0
Whitefield,2280.0,3,4.0,126.0
Whitefield,1897.0,3,3.0,130.0
Whitefield,2225.0,3,2.0,125.0
Whitefield,2268.0,4,3.0,163.0
Whitefield,2400.0,4,4.0,200.0
Whitefield,1360.0,2,2.0,95.0
Whitefield,1697.0,3,3.0,94.79
Whitefield,5000.0,4,4.0,400.0
Whitefield,3000.0,4,5.0,250.0
Whitefield,1700.0,3,3.0,115.0
Whitefield,2842.0,3,3.0,162.0
Whitefield,1500.0,3,3.0,130.0
Whitefield,1280.0,2,2.0,75.0
Whitefield,1405.0,3,2.0,78.0
Whitefield,2225.0,3,3.0,115.0
Whitefield,1272.0,2,2.0,95.05
Whitefield,1192.0,2,2.0,71.0
Whitefield,1626.0,3,3.0,89.0
Whitefield,1585.0,3,3.0,88.0
Whitefield,1280.0,2,2.0,85.0
Whitefield,1200.0,3,3.0,68.5
Whitefield,4000.0,4,4.0,330.0
Whitefield,1697.0,3,3.0,108.0
Whitefield,3606.0,4,4.0,312.0
Whitefield,1485.0,2,2.0,90.0
Whitefield,950.0,1,1.0,50.0
Whitefield,3584.0,4,4.0,199.0
Whitefield,825.0,1,1.0,45.0
Whitefield,1635.0,3,2.0,85.0
Whitefield,1216.0,2,2.0,79.0
Whitefield,920.0,2,2.0,63.0
Whitefield,1170.0,2,2.0,71.0
Whitefield,1118.0,2,2.0,75.0
Whitefield,1800.0,3,3.0,110.0
Whitefield,1562.0,3,3.0,103.0
Whitefield,2321.0,3,4.0,128.0
Whitefield,1320.0,2,2.0,95.0
Whitefield,3010.0,3,3.0,200.0
Whitefield,1346.0,2,2.0,96.17
Whitefield,3850.0,3,5.0,316.0
Whitefield,2500.0,4,4.0,155.0
Whitefield,905.0,1,1.0,55.0
Whitefield,2268.0,4,3.0,146.0
Whitefield,630.5,1,1.0,32.79
Whitefield,3537.0,4,5.0,210.0
Whitefield,1697.0,3,3.0,115.0
Whitefield,3250.0,5,5.0,290.0
Whitefield,1269.0,2,2.0,75.0
Whitefield,3227.0,5,5.0,250.0
Whitefield,1545.0,3,3.0,79.0
Whitefield,3262.0,4,4.0,260.0
Whitefield,1132.0,2,2.0,79.28
Whitefield,2830.0,4,5.0,160.0
Whitefield,1195.0,2,2.0,70.0
Whitefield,3480.0,3,4.0,284.0
Whitefield,709.0,1,1.0,34.385
Whitefield,1320.0,2,2.0,79.5
Whitefield,750.0,2,2.0,52.7
Whitefield,1200.0,3,3.0,61.96
Whitefield,3445.0,4,5.0,270.0
Whitefield,1700.0,3,3.0,140.0
Whitefield,4827.0,4,4.0,400.0
Whitefield,1405.0,2,2.0,84.5
Whitefield,3252.0,4,4.0,280.0
Whitefield,1150.0,2,2.0,90.0
Whitefield,2400.0,4,4.0,147.0
Whitefield,624.0,1,1.0,35.0
Whitefield,1700.0,3,3.0,95.0
Whitefield,4960.0,4,4.0,400.0
Whitefield,2928.0,4,4.0,198.0
Whitefield,2700.0,3,5.0,175.0
Whitefield,1216.0,2,2.0,84.0
Whitefield,2882.0,4,5.0,204.0
Whitefield,1840.0,3,3.0,140.0
Whitefield,1778.0,3,3.0,122.0
Whitefield,650.0,1,1.0,25.0
Whitefield,2155.0,4,3.0,125.0
Whitefield,905.0,1,1.0,52.0
Whitefield,1216.0,2,2.0,75.0
Whitefield,1255.0,2,2.0,77.0
Whitefield,1216.0,2,2.0,73.0
Whitefield,709.0,1,1.0,34.735
Whitefield,1745.0,3,3.0,100.0
Whitefield,3200.0,4,4.0,224.0
Whitefield,825.0,1,1.0,44.9
Whitefield,1870.0,3,3.0,138.0
Whitefield,1862.0,3,3.0,125.0
Whitefield,1655.0,3,3.0,113.0
Whitefield,530.0,1,1.0,29.44
Whitefield,905.0,1,1.0,50.0
Whitefield,1600.0,3,3.0,82.0
Whitefield,1230.0,4,4.0,80.0
Whitefield,630.5,1,1.0,32.15
Whitefield,905.0,1,1.0,52.0
Whitefield,1216.0,2,2.0,83.0
Whitefield,1216.0,2,2.0,75.0
Whitefield,2856.0,4,5.0,158.5
Whitefield,750.0,1,1.0,51.0
Whitefield,1173.0,2,2.0,77.0
Whitefield,1200.0,3,3.0,68.4
Whitefield,3425.0,4,5.0,250.0
Whitefield,2173.0,3,3.0,128.0
Whitefield,905.0,1,1.0,62.0
Whitefield,1870.0,3,3.0,138.0
Whitefield,1320.0,2,2.0,99.26
Whitefield,2901.0,3,4.0,190.0
